"id_cordee","lib_cordee","region","academie","departement","commune","composante_cordee","lycees_sources"
"C0140","Ambition grandes écoles","PACA","Nice",6,"Nice","LYCEES SOURCES","Lycée Thierry Meaulnier"
"C0003","CPES Spé S&T","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","TETE(S) DE CORDEE","Lycée Thiers"
"C0016","Spé IEP","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","TETE(S) DE CORDEE","Lycée Thiers"
"C0003","CPES Spé S&T","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEE(S) AVEC CPGE","Lycée Thiers"
"C0006","Echanges Phocéens","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEE(S) AVEC CPGE","Lycée Thiers"
"C0016","Spé IEP","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEE(S) AVEC CPGE","Lycée Thiers"
"C0006","Echanges Phocéens","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Thiers"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Thiers"
"C0041","Destination Supérieur","Basse Normandie","Caen",50,"Cherbourg","LYCEES SOURCES","Lycée Tocqueville"
"C0137","Cordées de la réussite sarthoises","Pays de la Loire","Nantes",72,"Le  Mans","LYCEE(S) AVEC CPGE","Lycée Touchard"
"C0137","Cordées de la réussite sarthoises","Pays de la Loire","Nantes",72,"Le  Mans","LYCEES SOURCES","Lycée Touchard"
"C0219","Coaching ","Midi-Pyrénées","Toulouse",31,"Toulouse","LYCEES SOURCES","Lycée Toulouse-Lautrec"
"C0223","Egalité des chances-INSA","Midi-Pyrénées","Toulouse",31,"Toulouse","LYCEES SOURCES","Lycée Toulouse-Lautrec"
"C0101","Parcours d'excellence des STI","Rhône-Alpes","Lyon",1,"Trévoux","LYCEES SOURCES","Lycée Trevaux"
"C0073","Vers une prépa scientifique pour l'égalité des chances","Rhône-Alpes","Grenoble",26,"Romans","LYCEES SOURCES","Lycée Triboulet"
"C0190","Cordée Nord finistérienne","Bretagne","Rennes",29,"Morlaix","LYCEES SOURCES","Lycée Tristan Corbière"
"C0238","Jean-Louis Le Moigne","Ile-de-France","Versailles",75,"Paris","LYCEES SOURCES","Lycée Turgot"
"C0158","Cordée ESCP Europe - Lycée Turgot de Paris - Lycée Champlain de Chennevières","Ile-de-France","Paris",75003,"Paris","LYCEE(S) AVEC CPGE","Lycée Turgot"
"C0092","Une grande école scientifique, PQPM?","Limousin","Limoges",87,"Limoges","LYCEE(S) AVEC CPGE","Lycée Turgot"
"C0160","CPES","Ile-de-France","Paris",93,"Stains","LYCEES SOURCES","Lycée Utrillo"
"C0038","Sciences Po Bordeaux, je le peux parce que je le veux","Aquitaine","Bordeaux",47,"Marmande","LYCEES SOURCES","Lycée Val de Garonne"
"C0181","Roosevelt URCA","Champagne-Ardennes","Reims",51,"Reims","LYCEES SOURCES","Lycée Val de Murigny"
"C0200","CEP ","Haute Normandie","Rouen",76,"Grand Quevilly","LYCEES SOURCES","Lycée Val de Seine"
"C0204","EDRESUP ","Haute Normandie","Rouen",76,"Grand Quevilly","LYCEES SOURCES","Lycée Val de Seine"
"C0199","Ambition et handicap","Haute Normandie","Rouen",76,"Grand Quevilly","LYCEES SOURCES","Lycée Val de Seine (LGT)"
"C0199","Ambition et handicap","Haute Normandie","Rouen",76,"Grand Quevilly","LYCEES SOURCES","Lycée Val de Seine (LP)"
"C0002","AVENIR","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Gardanne","LYCEES SOURCES","Lycée Valabre"
"C0015","Spé IEP","Provence Alpes Côte d'Azur","Aix-Marseille",6,"Sophia Antipolis","LYCEES SOURCES","Lycée Valbonne"
"C0160","CPES","Ile-de-France","Paris",76,"Le Grand-Quevilly","LYCEES SOURCES","Lycée Val-de-Seine"
"C0084","Programme d'études intégrées","Nord-Pas-de-Calais","Lille",59,"LA MADELEINE","LYCEE OU COLLEGES SOURCES","LYCEE VALENTINE LABBE"
"C0200","CEP ","Haute Normandie","Rouen",76,"Déville-les-Rouen","LYCEES SOURCES","Lycée Vallée du Cailly"
"C0204","EDRESUP ","Haute Normandie","Rouen",76,"Déville-les-Rouen","LYCEES SOURCES","Lycée Vallée du Cailly"
"C0226","Acordix","Ile-de-France","Versailles",78,"Aubergenville","LYCEES SOURCES","Lycée Van Gogh"
"C0181","Roosevelt URCA","Champagne-Ardennes","Reims",8,"Givet","LYCEES SOURCES","Lycée Vauban"
"C0193","Oser les voies de la réussite","Bretagne","Rennes",29,"Brest","LYCEE(S) AVEC CPGE","Lycée Vauban"
"C0148","Les études sup…c'est aussi pour moi","Centre","Orléans-Tours",37,"Tours ","LYCEE(S) AVEC CPGE","Lycée Vaucanson"
"C0148","Les études sup…c'est aussi pour moi","Centre","Orléans-Tours",37,"Tours ","LYCEES SOURCES","Lycée Vaucanson"
"C0248","Secteur Mantois","Ile-de-France","Versailles",78,"Les Mureaux","LYCEES SOURCES","Lycée Vaucanson"
"C0069","Mixité sociale : l'ascenseur","Rhône-Alpes","Grenoble",73,"Chambéry","LYCEE(S) AVEC CPGE","Lycée Vaugelas"
"C0007","IEPEI","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Aix-en-provence","LYCEE(S) AVEC CPGE","Lycée Vauvenargues"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Aix-en-Provence","LYCEES SOURCES","Lycée Vauvenargues"
"C0135","BRIO : fais un bond pour la réussite ","Pays de la Loire","Nantes",44,"Nantes","LYCEE(S) AVEC CPGE","Lycée Vial"
"C0135","BRIO : fais un bond pour la réussite ","Pays de la Loire","Nantes",44,"Nantes","LYCEES SOURCES","Lycée Vial"
"C0192","OPERA : orienter et promouvoir l'excellence et la réussite par l'accompagnement","Bretagne","Rennes",35,"Rennes","LYCEES SOURCES","Lycée Victor et Hélène Basch"
"C0003","CPES Spé S&T","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Victor Hugo"
"C0010","Officier pourquoi pas ?","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Victor Hugo"
"C0011","PASS","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Victor Hugo"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Victor Hugo"
"C0016","Spé IEP","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Victor Hugo"
"C0017","SPRING","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Victor Hugo"
"C0018","TANDEM","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Victor Hugo"
"C0039","Avenir et culture","Basse Normandie","Caen",14,"Caen","LYCEE(S) AVEC CPGE","Lycée Victor Hugo"
"C0039","Avenir et culture","Basse Normandie","Caen",14,"Caen","LYCEES SOURCES","Lycée Victor Hugo"
"C0029","Promouvoir l'égalité des chances","Franche-Comté","Besançon",25,"Besançon","LYCEE(S) AVEC CPGE","Lycée Victor Hugo"
"C0029","Promouvoir l'égalité des chances","Franche-Comté","Besançon",25,"Besançon","LYCEES SOURCES","Lycée Victor Hugo"
"C0221","DISPO","Midi-Pyrénées","Toulouse",81,"Gaillac","LYCEES SOURCES","Lycée Victor Hugo"
"C001","Accompagnement à la scolarité","Provence Alpes Côte d'Azur","Aix-Marseille",84,"Carpentras","LYCEES SOURCES","Lycée Victor Hugo"
"C0007","IEPEI","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Victor Hugo (en contact)"
"C0174","Tous capables","Poitou-Charente","Poitiers",17,"La Rochelle","LYCEE(S) AVEC CPGE","Lycée Vieljeux"
"C0174","Tous capables","Poitou-Charente","Poitiers",17,"La Rochelle","TETE(S) DE CORDEE","Lycée Vieljeux et lycée Saint-Exupéry La Rochelle"
"C0247","Secteur CASQY","Ile-de-France","Versailles",78,"Guyancourt","LYCEES SOURCES","Lycée Villaroy"
"C0163","Nouvel élan (ParisTech / Janson de Sailly","Ile-de-France","Paris",78,"Les Mureaux","LYCEES SOURCES","Lycée Villon"
"C0164","OPTIM","Ile-de-France","Paris",78,"Les Mureaux","LYCEES SOURCES","Lycée Villon"
"C0062","Accès aux formations supérieures et métiers du vivant","Bourgogne","Dijon",21,"Beaune","LYCEES SOURCES","Lycée viticole de Beaune"
"C0035","Ouverture du technique vers le sup","Aquitaine","Bordeaux",33,"Blanquefort","LYCEES SOURCES","Lycée viticole de Gironde"
"C0159","Cordée Jean-Baptiste Say","Ile-de-France","Paris",93,"Aulnay-sous-Bois","LYCEES SOURCES","Lycée Voillaume"
"C0165","Parcours de réussite du lycée Saint-Louis","Ile-de-France","Paris",93,"Aulnay-sous-Bois","LYCEES SOURCES","Lycée Voillaume"
"C0150","Promotion de l'accueil en CPGE économique","Centre","Orléans-Tours",45,"Orléans ","LYCEE(S) AVEC CPGE","Lycée Voltaire"
"C0153","Université et CPGE pour les élèves d'Eure-et-Loir","Centre","Orléans-Tours",45,"Orléans ","LYCEE(S) AVEC CPGE","Lycée Voltaire"
"C0146","Etudier les sciences","Centre","Orléans-Tours",45,"Orléans ","LYCEES SOURCES","Lycée Voltaire"
"C0150","Promotion de l'accueil en CPGE économique","Centre","Orléans-Tours",45,"Orléans ","LYCEES SOURCES","Lycée Voltaire"
"C0154","Visez loin… Devenez ingénieur","Centre","Orléans-Tours",45,"Orléans ","LYCEES SOURCES","Lycée Voltaire"
"C0150","Promotion de l'accueil en CPGE économique","Centre","Orléans-Tours",45,"Orléans ","TETE(S) DE CORDEE","Lycée Voltaire Orléans"
"C0102","Parcours pour l'orientation vers les filières d'économie et de gestion","Rhône-Alpes","Lyon",1,"Nantua","LYCEES SOURCES","Lycée Xavier Bichat"
"C0214","Egalité des chances en écoles d'architecture","Alsace","Strasbourg",67,"Haguenau","LYCEE(S) AVEC CPGE","Lycée Xavier Nessel"
"C0137","Cordées de la réussite sarthoises","Pays de la Loire","Nantes",72,"Le  Mans","LYCEE(S) AVEC CPGE","Lycée Yourcenar"
"C0082","Les cordées de la réussite du lycée Saint-Pierre et de l'école d'ingénieurs","Nord-Pas-de-Calais","Lille",59,"Marcq-en -Baroeul","LYCEES SOURCES","Lycée Yves Kemanec"
"C0062","Accès aux formations supérieures et métiers du vivant","Bourgogne","Dijon",21,"Plombières les Dijon","LYCEES SOURCES","Lycée agricole Félix-Kir"
"C0045","Pôle Alizé : itinéraire d'excellence""","Auvergne","Clermont-Ferrand",,"Maroc","LYCEES SOURCES","Lycées français"
"C0073","Vers une prépa scientifique pour l'égalité des chances","Rhône-Alpes","Grenoble",26,"Romans","COLLEGES SOURCES","Secteur lycée Triboulet"
"C0063","Cordée Chalonnaise","Bourgogne","Dijon",71,,"TETE(S) DE CORDEE","Univ. de Bourgogne, Lycée Niepce, Lycée Pontus"
"C0064","Eiffel de la réussite","Bourgogne","Dijon",21,"Dijon","TETE(S) DE CORDEE","Université de Bourgogne et Lycée Gustave Eiffel"
"C0064","Eiffel de la réussite","Bourgogne","Dijon",21,"Dijon","TETE(S) DE CORDEE","Université de Bourgogne et Lycée Gustave Eiffel"
"C0063","Cordée Chalonnaise","Bourgogne","Dijon",71,,"TETE(S) DE CORDEE","Univ. de Bourgogne, Lycée Niepce, Lycée Pontus"
"C0063","Cordée Chalonnaise","Bourgogne","Dijon",71,,"TETE(S) DE CORDEE","Univ. de Bourgogne, Lycée Niepce, Lycée Pontus"
"C0082","Les cordées de la réussite du lycée Saint-Pierre et de l'école d'ingénieurs","Nord-Pas-de-Calais","Lille",59,"Lille","TETE(S) DE CORDEE","Lycée Saint-Pierre- Ecole des hautes études d'ingénieur (HEI)"
"C0106","Séminaire Lycée","Rhône-Alpes","Lyon",42,"Roanne","LYCEES SOURCES","Lycée Albert Thomas et Carnot"
