"id_cordee","lib_cordee","region","academie","departement","commune","composante_cordee","lycees_sources"
"C0205","EDRESUP ","Haute Normandie","Rouen",76,"Montivilliers","LYCEES SOURCES","Lycée Jean Prévost"
"C0080","Cordée des sciences de l'ingénieur","Nord-Pas-de-Calais","Lille",59,"Lomme","LYCEES SOURCES","Lycée Jean Prouvé"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",80,"Montdidier","LYCEES SOURCES","Lycée Jean Racine"
"C0022","Passeport étudiant","Picardie","Amiens",80,"Montdidier","LYCEES SOURCES","Lycée Jean Racine"
"C0023","Passeport étudiant","Picardie","Amiens",80,"Montdidier","LYCEES SOURCES","Lycée Jean Racine"
"C0024","Passeport étudiant","Picardie","Amiens",80,"Montdidier","LYCEES SOURCES","Lycée Jean Racine"
"C0055","Cordée HEC Olympe de Gouges","Ile-de-France","Créteil",93,"Bondy","LYCEES SOURCES","Lycée Jean Renoir"
"C0159","Cordée Jean-Baptiste Say","Ile-de-France","Paris",93,"Bondy","LYCEES SOURCES","Lycée Jean Renoir"
"C0165","Parcours de réussite du lycée Saint-Louis","Ile-de-France","Paris",93,"Bondy","LYCEES SOURCES","Lycée Jean Renoir"
"C0038","Sciences Po Bordeaux, je le peux parce que je le veux","Aquitaine","Bordeaux",33,"La Réole","LYCEES SOURCES","Lycée Jean Renou"
"C0080","Cordée des sciences de l'ingénieur","Nord-Pas-de-Calais","Lille",59,"Roubaix","LYCEES SOURCES","Lycée Jean Rostand"
"C0163","Nouvel élan (ParisTech / Janson de Sailly","Ile-de-France","Paris",78,"Mantes-la-Jolie","LYCEES SOURCES","Lycée Jean Rostand"
"C0233","Cordée HEC Académie de Versailles","Ile-de-France","Versailles",78,"Mantes-la-Jolie","LYCEES SOURCES","Lycée Jean Rostand"
"C0234","Course en cours","Ile-de-France","Versailles",78,"Mantes-la-Jolie","LYCEES SOURCES","Lycée Jean Rostand"
"C0248","Secteur Mantois","Ile-de-France","Versailles",78,"Mantes-la-jolie","LYCEES SOURCES","Lycée Jean Rostand"
"C0165","Parcours de réussite du lycée Saint-Louis","Ile-de-France","Paris",95,"Saint-Ouen-L'Aumône","LYCEES SOURCES","Lycée Jean Rostand"
"C0160","CPES","Ile-de-France","Paris",60,"Creil","LYCEES SOURCES","Lycée Jean Uhry"
"C0161","ENS - PSU - TALENS","Ile-de-France","Paris",77,"Meaux","LYCEE(S) AVEC CPGE","Lycée Jean Vilar"
"C0163","Nouvel élan (ParisTech / Janson de Sailly","Ile-de-France","Paris",77,"Meaux","LYCEES SOURCES","Lycée Jean Vilar"
"C0233","Cordée HEC Académie de Versailles","Ile-de-France","Versailles",78,"Plaisir","LYCEES SOURCES","Lycée Jean Vilar"
"C0242","Oui nous le pouvons","Ile-de-France","Versailles",78,"Plaisir","LYCEES SOURCES","Lycée Jean Vilar"
"C0054","Cordée HEC Moissan","Ile-de-France","Créteil",77,"Meaux","LYCEES SOURCES","Lycée Jean Vilar "
"C0150","Promotion de l'accueil en CPGE économique","Centre","Orléans-Tours",45,"Orléans ","LYCEES SOURCES","Lycée Jean Zay"
"C0049","Pôle Méc@réussite : Comment Oser Réussir en Développant son Envie d'Excellence","Auvergne","Clermont-Ferrand",63,"Thiers ","LYCEE(S) AVEC CPGE","Lycée Jean Zay"
"C0049","Pôle Méc@réussite : Comment Oser Réussir en Développant son Envie d'Excellence","Auvergne","Clermont-Ferrand",63,"Thiers ","LYCEES SOURCES","Lycée Jean Zay"
"C0159","Cordée Jean-Baptiste Say","Ile-de-France","Paris",93,"Aulnay-sous-Bois","LYCEES SOURCES","Lycée Jean Zay"
"C0167","Prépaplus","Ile-de-France","Paris",93,"Aulnay-sous-Bois","LYCEES SOURCES","Lycée Jean Zay"
"C0179","Objectif excellences","Champagne-Ardennes","Reims",51,"Reims","LYCEES SOURCES","Lycée Jean-Baptiste Colbert"
"C0119","Ambition Réussite - Technologique","Lorraine","Nancy-Metz",57,"Thionville","LYCEES SOURCES","Lycée Jean-Baptiste Colbert"
"C0086","Une grande école, pourquoi pas moi?","Nord-Pas-de-Calais","Lille",59,"Douai","LYCEES SOURCES","Lycée Jean-Baptiste Corot"
"C0240","Mat' les vacances","Ile-de-France","Versailles",91,"Savigny-sur-Orge","LYCEE(S) AVEC CPGE","Lycée Jean-Baptiste Corot"
"C0245","Pourquoi pas moi ?","Ile-de-France","Versailles",91,"Savigny-sur-Orge","LYCEE(S) AVEC CPGE","Lycée Jean-Baptiste Corot"
"C0227","Ambition d'enseignement supérieur - Lycée Doisneau","Ile-de-France","Versailles",91,"Savigny-sur-Orge","LYCEES SOURCES","Lycée Jean-Baptiste Corot"
"C0089","Escapade","Limousin","Limoges",87,"St Yriex-la-Perche","LYCEES SOURCES","Lycée Jean-Baptiste Darnet"
"C0157","Cap-Ingénieur","Ile-de-France","Paris",93,"Saint-Denis","LYCEES SOURCES","Lycée Jean-Baptiste de La Salle"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",80,"Amiens","LYCEES SOURCES","Lycée Jean-Baptiste Delambre"
"C0021","Les arts : pôle d'excellence","Picardie","Amiens",80,"Amiens","LYCEES SOURCES","Lycée Jean-Baptiste Delambre"
"C0022","Passeport étudiant","Picardie","Amiens",80,"Amiens","LYCEES SOURCES","Lycée Jean-Baptiste Delambre"
"C0023","Passeport étudiant","Picardie","Amiens",80,"Amiens","LYCEES SOURCES","Lycée Jean-Baptiste Delambre"
"C0024","Passeport étudiant","Picardie","Amiens",80,"Amiens","LYCEES SOURCES","Lycée Jean-Baptiste Delambre"
"C0116","Un lycée au cœur d'un réseau, point d'appui pour le développement local","Languedoc-Roussillon","Montpellier",30,"Alès","LYCEES SOURCES","Lycée Jean-Baptiste Dumas"
"C0242","Oui nous le pouvons","Ile-de-France","Versailles",75,"Paris","LYCEE(S) AVEC CPGE","Lycée Jean-Baptiste Say"
"C0159","Cordée Jean-Baptiste Say","Ile-de-France","Paris",95,"Garges-les-Gonesses","TETE(S) DE CORDEE","Lycée Jean-Baptiste Say"
"C0015","Spé IEP","Provence Alpes Côte d'Azur","Aix-Marseille",84,"Carpentras","LYCEES SOURCES","Lycée Jean-Henri Fabre"
"C0161","ENS - PSU - TALENS","Ile-de-France","Paris",95,"Sarcelles","LYCEE(S) AVEC CPGE","Lycée Jean-Jacques Rousseau"
"C0244","POLLEN","Ile-de-France","Versailles",95,"Sarcelles","LYCEE(S) AVEC CPGE","Lycée Jean-Jacques Rousseau"
"C0167","Prépaplus","Ile-de-France","Paris",95,"Sarcelles","LYCEES SOURCES","Lycée Jean-Jacques Rousseau"
"C0062","Accès aux formations supérieures et métiers du vivant","Bourgogne","Dijon",21,"Chevigny Saint Sauveur","LYCEES SOURCES","Lycée Jean-Marc Boivin"
"C0064","Eiffel de la réussite","Bourgogne","Dijon",21,"Chevigny Saint Sauveur","LYCEES SOURCES","Lycée Jean-Marc Boivin"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",60,"Beauvais","LYCEES SOURCES","Lycée Jeanne Hachette"
"C0025","Passeport étudiant : les jeudis de la science","Picardie","Amiens",60,"Beauvais","LYCEES SOURCES","Lycée Jeanne Hachette"
"C0186","Assomption Rennes","Bretagne","Rennes",35,"St Grégoire","LYCEES SOURCES","Lycée Jean-Paul II"
"C0103","Partenariat des grandes écoles militaires ESSA","Rhône-Alpes","Lyon",69,"Bron","LYCEES SOURCES","Lycée Jean-Paul Sartre"
"C0232","Conduite accompagnée vers les métiers de la science","Ile-de-France","Versailles",91,"Brétigny sur Orge","LYCEES SOURCES","Lycée Jean-Pierre Timbaud"
"C0233","Cordée HEC Académie de Versailles","Ile-de-France","Versailles",91,"Brétigny sur Orge","LYCEES SOURCES","Lycée Jean-Pierre Timbaud"
"C0152","Une filière ingénieuse pour devenir ingénieur","Centre","Orléans-Tours",28,"Chartres","LYCEES SOURCES","Lycée Jehan-de-Beauce"
"C0222","Donnez des ailes à votre avenir","Midi-Pyrénées","Toulouse",31,"Toulouse","LYCEES SOURCES","Lycée Jolimont"
"C0223","Egalité des chances-INSA","Midi-Pyrénées","Toulouse",31,"Toulouse","LYCEES SOURCES","Lycée Jolimont"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",2,"Hirson","LYCEES SOURCES","Lycée Joliot-Curie"
"C0161","ENS - PSU - TALENS","Ile-de-France","Paris",34,"Sète","LYCEES SOURCES","Lycée Joliot-Curie"
"C0226","Acordix","Ile-de-France","Versailles",92,"Nanterre","LYCEE(S) AVEC CPGE","Lycée Joliot-Curie"
"C0233","Cordée HEC Académie de Versailles","Ile-de-France","Versailles",92,"Nanterre","LYCEES SOURCES","Lycée Joliot-Curie"
"C0246","Réussir à Dauphine","Ile-de-France","Versailles",92,"Nanterre","LYCEES SOURCES","Lycée Joliot-Curie"
"C0039","Tous envie de réussir","Basse Normandie","Caen",14,"Dives-sur-Mer","LYCEES SOURCES","Lycée Jooris"
"C0110","Réussir à HEC","Martinique","Martinique",972,"Fort de France","LYCEE(S) AVEC CPGE","Lycée Joseph Gaillard"
"C0111","Réussir à l'IEP de Bordeaux","Martinique","Martinique",972,"Fort de France","LYCEE(S) AVEC CPGE","Lycée Joseph Gaillard"
"C0112","Réussir à l'INSA","Martinique","Martinique",972,"Fort de France","LYCEE(S) AVEC CPGE","Lycée Joseph Gaillard"
"C0110","Réussir à HEC","Martinique","Martinique",972,"Fort de France","LYCEES SOURCES","Lycée Joseph Gaillard"
"C0111","Réussir à l'IEP de Bordeaux","Martinique","Martinique",972,"Fort de France","LYCEES SOURCES","Lycée Joseph Gaillard"
"C0112","Réussir à l'INSA","Martinique","Martinique",972,"Fort de France","LYCEES SOURCES","Lycée Joseph Gaillard"
"C0095","Couse en cours","Rhône-Alpes","Lyon",1,"Bourg-en-Bresse","LYCEES SOURCES","Lycée Joseph Marie Cassiat"
"C0110","Réussir à HEC","Martinique","Martinique",972,"Lorrain","LYCEES SOURCES","Lycée Joseph Pernock"
"C0111","Réussir à l'IEP de Bordeaux","Martinique","Martinique",972,"Lorrain","LYCEES SOURCES","Lycée Joseph Pernock"
"C0112","Réussir à l'INSA","Martinique","Martinique",972,"Lorrain","LYCEES SOURCES","Lycée Joseph Pernock"
"C0110","Réussir à HEC","Martinique","Martinique",972,"Rivière Salée","LYCEES SOURCES","Lycée Joseph Zobel"
"C0111","Réussir à l'IEP de Bordeaux","Martinique","Martinique",972,"Rivière Salée","LYCEES SOURCES","Lycée Joseph Zobel"
"C0112","Réussir à l'INSA","Martinique","Martinique",972,"Rivière Salée","LYCEES SOURCES","Lycée Joseph Zobel"
"C0054","Cordée HEC Moissan","Ile-de-France","Créteil",77,"Coulommiers","LYCEES SOURCES","Lycée Jules Ferry"
"C0117","Le fil d'Ariane vers le master, pourquoi pas moi?","Languedoc-Roussillon","Montpellier",34,"Montpellier","LYCEE(S) AVEC CPGE","Lycée Jules Guesdes"
"C0117","Le fil d'Ariane vers le master, pourquoi pas moi?","Languedoc-Roussillon","Montpellier",34,"Montpellier","LYCEES SOURCES","Lycée Jules Guesdes"
"C0064","Eiffel de la réussite","Bourgogne","Dijon",58,"Nevers","LYCEES SOURCES","Lycée Jules Renard"
"C0205","EDRESUP ","Haute Normandie","Rouen",76,"Le Havre","LYCEES SOURCES","Lycée Jules Siegfried"
"C0038","Sciences Po Bordeaux, je le peux parce que je le veux","Aquitaine","Bordeaux",64,"Oloron Sainte-Marie","LYCEES SOURCES","Lycée Jules Supervielle"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",60,"Creil","LYCEES SOURCES","Lycée Jules Uhry"
"C0025","Passeport étudiant : les jeudis de la science","Picardie","Amiens",60,"Creil","LYCEES SOURCES","Lycée Jules Uhry"
"C0163","Nouvel élan (ParisTech / Janson de Sailly","Ile-de-France","Paris",95,"Cergy-le-Haut","LYCEES SOURCES","Lycée Jules Verne"
"C0230","Ambitions supérieures - scientifiques","Ile-de-France","Versailles",95,"Cergy-le-Haut","LYCEES SOURCES","Lycée Jules Verne"
"C0250","Une grande école, pourquoi pas moi ? EBI","Ile-de-France","Versailles",96,"Cergy","LYCEES SOURCES","Lycée Jules Verne"
"C0253","Une grande école, pourquoi pas moi ? ESSEC","Ile-de-France","Versailles",96,"Cergy","LYCEES SOURCES","Lycée Jules Verne"
"C0119","Ambition Réussite - Technologique","Lorraine","Nancy-Metz",57,"Rombas","LYCEES SOURCES","Lycée Julie Daubie"
"C0134","Université Paul Verlaine - Metz","Lorraine","Nancy-Metz",57,"Rombas ","LYCEES SOURCES","Lycée Julie Daubie"
"C0081","Ingénieur, je veux, je peux","Nord-Pas-de-Calais","Lille",59,"Denain","LYCEES SOURCES","Lycée Kastler"
"C0187","Confiance, ambition, réussite en Sud Finistère","Bretagne","Rennes",29,"Quimperlé","LYCEES SOURCES","Lycée Kerneuzex"
"C0212","Cordée de la réussite-CPGE Lycée Kleber","Alsace","Strasbourg",67,"Strasbourg","LYCEE(S) AVEC CPGE","Lycée Kleber"
"C0212","Cordée de la réussite-CPGE Lycée Kleber","Alsace","Strasbourg",67,"Strasbourg","TETE(S) DE CORDEE","Lycée Kleber Strasbourg"
"C0212","Cordée de la réussite-CPGE Lycée Kleber","Alsace","Strasbourg",67,"Sélestat","LYCEES SOURCES","Lycée Koeberlé"
"C0186","Assomption Rennes","Bretagne","Rennes",35,"Rétiers","LYCEES SOURCES","Lycée La  Mennais"
"C0139","Traits d'union","Pays de la Loire","Nantes",44,"Guérande","LYCEES SOURCES","Lycée La  Mennais"
"C0124","ENIM","Lorraine","Nancy-Metz",57,"Thionville","LYCEES SOURCES","Lycée La Briquerie"
"C0135","BRIO : fais un bond pour la réussite ","Pays de la Loire","Nantes",44,"Nantes","LYCEES SOURCES","Lycée La Colinière"
"C0188","Cordée Archipel","Bretagne","Rennes",29,"Brest","LYCEE(S) AVEC CPGE","Lycée La Croix rouge"
"C0135","BRIO : fais un bond pour la réussite ","Pays de la Loire","Nantes",44,"Basse-Goulaine","LYCEES SOURCES","Lycée La Herdrie"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",80,"Amiens","LYCEE(S) AVEC CPGE","Lycée La Hotoie"
"C0110","Réussir à HEC","Martinique","Martinique",972,"François","LYCEES SOURCES","Lycée La Jetée"
"C0111","Réussir à l'IEP de Bordeaux","Martinique","Martinique",972,"François","LYCEES SOURCES","Lycée La Jetée"
"C0112","Réussir à l'INSA","Martinique","Martinique",972,"François","LYCEES SOURCES","Lycée La Jetée"
"C0108","Trait d'union Prépa valorisation des filières technologiques","Rhône-Alpes","Lyon",69,"Lyon","LYCEE(S) AVEC CPGE","Lycée La Martinière Duchère"
"C0109","Trait d'union Multicampus multiquartiers","Rhône-Alpes","Lyon",69,"Lyon","LYCEE(S) AVEC CPGE","Lycée La Martinière Duchère"
"C0108","Trait d'union Prépa valorisation des filières technologiques","Rhône-Alpes","Lyon",69,"Lyon","LYCEES SOURCES","Lycée La Martinière Duchère"
"C0109","Trait d'union Multicampus multiquartiers","Rhône-Alpes","Lyon",69,"Lyon","LYCEES SOURCES","Lycée La Martinière Duchère"
"C0100","Ouverture sociale des CPGE et école d'été","Rhône-Alpes","Lyon",69,"Lyon","LYCEE(S) AVEC CPGE","Lycée La Martinière Monplaisir"
"C0107","Trait d'union ","Rhône-Alpes","Lyon",69,"Lyon","LYCEE(S) AVEC CPGE","Lycée La Martinière Monplaisir"
"C0135","BRIO : fais un bond pour la réussite ","Pays de la Loire","Nantes",44,"Nantes","LYCEE(S) AVEC CPGE","Lycée La Perverie"
"C0065","OPTIM","Bourgogne","Dijon",71,"Cluny","LYCEES SOURCES","Lycée La Prat's"
"C0244","POLLEN","Ile-de-France","Versailles",95,"Sarcelles","LYCEES SOURCES","Lycée La Tourelle"
"C0187","Confiance, ambition, réussite en Sud Finistère","Bretagne","Rennes",29,"Pont-l'Abbé","LYCEES SOURCES","Lycée Laënnec"
"C0067","La cordée dromoise","Rhône-Alpes","Grenoble",26,"Valence","LYCEES SOURCES","Lycée Laffemas"
"C0241","OPEN","Ile-de-France","Versailles",92,"Sceaux","LYCEE(S) AVEC CPGE","Lycée Lakanal"
"C0100","Ouverture sociale des CPGE et école d'été","Rhône-Alpes","Lyon",1,"Bourg-en-Bresse","LYCEE(S) AVEC CPGE","Lycée lalande"
"C0078","Réussite scolaire et accès au supérieur des enfants des fleuves","Guynae","Guynae",973,"Rémire-Montjoly","TETE(S) DE CORDEE","Lycée Lama Prévot"
"C0078","Réussite scolaire et accès au supérieur des enfants des fleuves","Guynae","Guynae",973,"Rémire-Montjoly","LYCEES SOURCES","Lycée Lama Prévot"
"C0101","Parcours d'excellence des STI","Rhône-Alpes","Lyon",69,"Lyon 8","LYCEES SOURCES","Lycée Lamache"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",80,"Albert","LYCEES SOURCES","Lycée Lamarck"
"C0065","OPTIM","Bourgogne","Dijon",71,"Macon","LYCEES SOURCES","Lycée Lamartine"
"C0213","Cordée de la réussite-Université de Haute Alsace","Alsace","Strasbourg",68,"Mulhouse","LYCEES SOURCES","Lycée Lambert"
"C0164","OPTIM","Ile-de-France","Paris",94,"Champigny-sur-Marne","LYCEE(S) AVEC CPGE","Lycée Langevin-Wallon"
"C0053","Cordée ESCP Europe-lycée Champlain de Chennevières-sur-Marne","Ile-de-France","Créteil",94,"Champigny-sur-Marne","LYCEES SOURCES","Lycée Langevin-Wallon"
"C0158","Cordée ESCP Europe - Lycée Turgot de Paris - Lycée Champlain de Chennevières","Ile-de-France","Paris",94,"Champigny-sur-Marne","LYCEES SOURCES","Lycée Langevin-Wallon"
"C0225","Osez l'excellence","Midi-Pyrénées","Toulouse",81,"Albi","LYCEE(S) AVEC CPGE","Lycée Lapérouse"
"C0039","Tous envie de réussir","Basse Normandie","Caen",14,"Caen ","LYCEES SOURCES","Lycée Laplace"
"C0221","DISPO","Midi-Pyrénées","Toulouse",81,"Lavaur","LYCEES SOURCES","Lycée Las Cases"
"C0038","Sciences Po Bordeaux, je le peux parce que je le veux","Aquitaine","Bordeaux",24,"Périgueux","LYCEES SOURCES","Lycée Laure Gatet"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",80,"Doullens","LYCEES SOURCES","Lycée l'Authie"
"C0213","Cordée de la réussite-Université de Haute Alsace","Alsace","Strasbourg",68,"Mulhouse","LYCEES SOURCES","Lycée Lavoisier"
"C0201","Course en cours","Haute Normandie","Rouen",76,"Le Havre","LYCEES SOURCES","Lycée Lavoisier"
"C0187","Confiance, ambition, réussite en Sud Finistère","Bretagne","Rennes",29,"Douarnenez","LYCEES SOURCES","Lycée Le Bris"
"C0198","Tutorat Horizons","Bretagne","Rennes",29,"Douarnenez","LYCEES SOURCES","Lycée Le Bris"
"C0064","Eiffel de la réussite","Bourgogne","Dijon",21,"Dijon","LYCEE(S) AVEC CPGE","Lycée Le Castel"
"C0018","TANDEM","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée Le Chatelier"
"C0214","Egalité des chances en écoles d'architecture","Alsace","Strasbourg",67,"Illkirch-Graffenstaden","LYCEE(S) AVEC CPGE","Lycée Le Corbusier"
"C0218","Tutorat d'excellence","Alsace","Strasbourg",67,"Illkirch-Graffenstaden","LYCEES SOURCES","Lycée Le Corbusier"
"C0208","Prep'avenir","Haute Normandie","Rouen",76,"Saint-Etienne du Rouvray","LYCEES SOURCES","Lycée Le Corbusier"
"C0226","Acordix","Ile-de-France","Versailles",78,"Poissy","LYCEES SOURCES","Lycée Le Corbusier"
"C0161","ENS - PSU - TALENS","Ile-de-France","Paris",93,"Aubervilliers","LYCEE(S) AVEC CPGE","Lycée Le Corbusier"
"C0141","Ambition IEP","PACA","Nice",83,"La Garde","LYCEES SOURCES","Lycée Le Coudon"
"C0138","Elan 49","Pays de la Loire","Nantes",49,"Ste-Gemmes-sur-Loire","LYCEES SOURCES","Lycée Le Fresne"
"C0137","Cordées de la réussite sarthoises","Pays de la Loire","Nantes",72,"Le  Mans","LYCEES SOURCES","Lycée Le Mans Sud"
"C0079","Croire en soi et réussir à la Réunion","La Réunion","La Réunion",974,"Sainte Marie","LYCEES SOURCES","Lycée Le Verger"
"C0212","Cordée de la réussite-CPGE Lycée Kleber","Alsace","Strasbourg",67,"Saverne","LYCEES SOURCES","Lycée Leclerc"
"C0079","Croire en soi et réussir à la Réunion","La Réunion","La Réunion",974,"Saint Denis","LYCEE(S) AVEC CPGE","Lycée Leconte de Lisle"
"C0079","Croire en soi et réussir à la Réunion","La Réunion","La Réunion",974,"Saint Denis","LYCEES SOURCES","Lycée Leconte de Lisle"
"C0221","DISPO","Midi-Pyrénées","Toulouse",46,"Gourdon","LYCEES SOURCES","Lycée Léo Ferré"
"C0064","Eiffel de la réussite","Bourgogne","Dijon",71,"Le Creusot","LYCEES SOURCES","Lycée Léon Blum"
"C0065","OPTIM","Bourgogne","Dijon",71,"Le Creusot","LYCEES SOURCES","Lycée Léon Blum"
"C0181","Roosevelt URCA","Champagne-Ardennes","Reims",51,"Epernay","LYCEES SOURCES","Lycée Léon Bourgeois"
"C0074","Pour la promotion des études supérieures scientifiques","Guynae","Guynae",973,"Rémire-Montjoly","LYCEE(S) AVEC CPGE","Lycée Léon Gontran Damas"
"C0076","Promouvoir l'accès aux filières d'excellence en guyane","Guynae","Guynae",973,"Rémire-Montjoly","LYCEE(S) AVEC CPGE","Lycée Léon Gontran Damas"
"C0075","Promotion des études supérieures de lettres en Guyane","Guynae","Guynae",973,"Rémire-Montjoly","LYCEES SOURCES","Lycée Léon Gontran Damas"
"C0074","Pour la promotion des études supérieures scientifiques","Guynae","Guynae",973,"Rémire-Montjoly","TETE(S) DE CORDEE","Lycée Léon Gontran Damas"
"C0020","Accès et réussite à l'UPJV","Picardie","Amiens",2,"Soissons","LYCEES SOURCES","Lycée Léonard de Vinci"
"C0023","Passeport étudiant","Picardie","Amiens",2,"Soissons","LYCEES SOURCES","Lycée Léonard de Vinci"
"C0024","Passeport étudiant","Picardie","Amiens",2,"Soissons","LYCEES SOURCES","Lycée Léonard de Vinci"
"C0148","Les études sup…c'est aussi pour moi","Centre","Orléans-Tours",37,"Amboise","LYCEES SOURCES","Lycée Léonard de Vinci"
"C0227","Ambition d'enseignement supérieur - Lycée Doisneau","Ile-de-France","Versailles",91,"Saint-Michel sur Orge","LYCEES SOURCES","Lycée Léonard de Vinci"
"C0232","Conduite accompagnée vers les métiers de la science","Ile-de-France","Versailles",91,"Saint-Michel sur Orge","LYCEES SOURCES","Lycée Léonard de Vinci"
"C0233","Cordée HEC Académie de Versailles","Ile-de-France","Versailles",92,"Levallois Perret","LYCEES SOURCES","Lycée Léonard de Vinci"
"C0243","Pasteur","Ile-de-France","Versailles",92,"Levallois Perret","LYCEES SOURCES","Lycée Léonard de Vinci"
"C0244","POLLEN","Ile-de-France","Versailles",95,"Saint Witz","LYCEES SOURCES","Lycée Léonard de Vinci"
"C0203","EDRESUP ","Haute Normandie","Rouen",27,"Evreux","LYCEES SOURCES","Lycée Léopold Sédar Senghor"
"C0135","BRIO : fais un bond pour la réussite ","Pays de la Loire","Nantes",44,"Nantes","LYCEES SOURCES","Lycée Les Bourdonnières"
"C0204","EDRESUP ","Haute Normandie","Rouen",76,"Sotteville-les-Rouen","LYCEES SOURCES","Lycée Les Bruyères"
"C0208","Prep'avenir","Haute Normandie","Rouen",76,"Sotteville-les-Rouen","LYCEES SOURCES","Lycée Les Bruyères"
"C0206","EDRESUP","Haute Normandie","Rouen",27,"Louviers","LYCEES SOURCES","Lycée Les Fontenelles"
"C0031","Attractivité des sciences et technologies à l'université","Aquitaine","Bordeaux",33,"Lormont","LYCEES SOURCES","Lycée les Iris"
"C0249","Silence, on tourne !","Ile-de-France","Versailles",78,"Carrières-sur-Seine","LYCEES SOURCES","Lycée les Pierres Vives"
"C0247","Secteur CASQY","Ile-de-France","Versailles",78,"Maurepas","LYCEES SOURCES","Lycée les sept mares"
"C0239","Ma chance, l'Université","Ile-de-France","Versailles",91,"Les Ulis","LYCEES SOURCES","Lycée l'Essouriau"
"C0240","Mat' les vacances","Ile-de-France","Versailles",91,"Les Ulis","LYCEES SOURCES","Lycée l'Essouriau"
"C0251","Une grande école, pourquoi pas moi ? Ecole polytechnique","Ile-de-France","Versailles",91,"Les Ulis","LYCEES SOURCES","Lycée l'Essouriau"
"C0183","URCA SHS","Champagne-Ardennes","Reims",51,"Reims","LYCEES SOURCES","Lycée Libergier"
"C0129","La cordée du Barrois","Lorraine","Nancy-Metz",55,"Bar le Duc","LYCEES SOURCES","Lycée Ligier Richier"
"C0135","BRIO : fais un bond pour la réussite ","Pays de la Loire","Nantes",44,"Nantes","LYCEE(S) AVEC CPGE","Lycée Livet"
"C0090","Limousin, terre de réussite","Limousin","Limoges",23,"La Souterraine","LYCEES SOURCES","Lycée Loewy"
"C0013","Préparation à l'université","Provence Alpes Côte d'Azur","Aix-Marseille",13,"Marseille","LYCEES SOURCES","Lycée l'Olivier"
"C0213","Cordée de la réussite-Université de Haute Alsace","Alsace","Strasbourg",68,"Mulhouse","LYCEES SOURCES","Lycée Louis Armand"
"C0070","Partenariat université-lycée-collège","Rhône-Alpes","Grenoble",73,"Chambéry","LYCEES SOURCES","Lycée Louis Armand"
"C0173","Les études sup…c'est aussi pour moi","Poitou-Charente","Poitiers",86,"Poitiers","LYCEE(S) AVEC CPGE","Lycée Louis Armand"
"C0233","Cordée HEC Académie de Versailles","Ile-de-France","Versailles",78,"Rambouillet","LYCEES SOURCES","Lycée Louis Bascan"
"C0234","Course en cours","Ile-de-France","Versailles",78,"Rambouillet","LYCEES SOURCES","Lycée Louis Bascan"
"C0119","Ambition Réussite - Technologique","Lorraine","Nancy-Metz",54,"Briey","LYCEES SOURCES","Lycée Louis Bertrand"
"C0121","La cordée de la réussite Arts et métiers Paris Tech Metz","Lorraine","Nancy-Metz",57,"Metz","LYCEE(S) AVEC CPGE","Lycée Louis de Cormontaigne"
"C0123","Cordée Saint-Exupéry","Lorraine","Nancy-Metz",57,"Metz","LYCEE(S) AVEC CPGE","Lycée Louis de Cormontaigne"
"C0130","La cordée nord meusienne","Lorraine","Nancy-Metz",57,"Metz","LYCEE(S) AVEC CPGE","Lycée Louis de Cormontaigne"
"C0133","SUPELEC","Lorraine","Nancy-Metz",57,"Metz","LYCEE(S) AVEC CPGE","Lycée Louis de Cormontaigne"
"C0134","Université Paul Verlaine - Metz","Lorraine","Nancy-Metz",57,"Metz","LYCEE(S) AVEC CPGE","Lycée Louis de Cormontaigne"
"C0114","Ingénieur, pourquoi pas moi?","Languedoc-Roussillon","Montpellier",34,"Lunel","LYCEES SOURCES","Lycée Louis Feuillade"
"C0117","Le fil d'Ariane vers le master, pourquoi pas moi?","Languedoc-Roussillon","Montpellier",34,"Lunel","LYCEES SOURCES","Lycée Louis Feuillade"
"C0122","Charte pour l'égalité des chances","Lorraine","Nancy-Metz",88,"Epinal","LYCEES SOURCES","Lycée Louis Lapicque"
"C0161","ENS - PSU - TALENS","Ile-de-France","Paris",88,"Epinal","LYCEES SOURCES","Lycée Louis Lapicque"
"C0242","Oui nous le pouvons","Ile-de-France","Versailles",75,"Paris","LYCEE(S) AVEC CPGE","Lycée Louis Le Grand"
"C0170","Tremplin vers le lycée, les cordées de la réussite","Ile-de-France","Paris",75005,"Paris","TETE(S) DE CORDEE","Lycée Louis Le Grand"
"C0169","Tremplin vers le lycée Louis-le-Grand","Ile-de-France","Paris",75005,"Paris","LYCEE(S) AVEC CPGE","Lycée Louis le Grand"
"C0170","Tremplin vers le lycée, les cordées de la réussite","Ile-de-France","Paris",75005,"Paris","LYCEE(S) AVEC CPGE","Lycée Louis Le Grand"
